CarModel,Brand,MakeYear,Kms Covered,Cylinder,Price
Renault KWID ZEN 2020,Renault,2020,20000,1000,32500000
Chevrolet Cheyenne C-1500 4x4 Automatico Aire Acondicionado 1997,Chevrolet,1997,680,5700,29900000
Mercedes Benz Clase E 200 Avantgarde 2015,Mercedes Benz,2015,20100,2000,85500000
AUDI Q7 4.2 Fsi Luxury 2007,AUDI,2007,85000,4200,65000000
AUDI A3 2.0 Fsi Tiptronic 2007,AUDI,2007,98000,2000,34400000
Chevrolet Tracker Mcm Lt Aut 2014,Chevrolet,2014,39800,1800,38990000
Mercedes Benz Clase A 200 Progressive 2019,Mercedes Benz,2019,3000,1400,88000000
Chevrolet NKR  2001,Chevrolet,2001,60000,2700,40000000
Chevrolet Captiva  2013,Chevrolet,2013,83000,2400,32500000
Toyota Fortuner Plus Diesel Automatica 2009,Toyota,2009,146800,3000,64500000
Volvo Xc 60 R-Design 3.0 T6 G-Tronic 4x4 Aut 2017,Volvo,2017,26600,2000,118000000
Volkswagen GOL Highline 2017,Volkswagen,2017,31000,1600,30000000
Hyundai ATOS  2005,Hyundai,2005,100,0,76000000
Mercedes Benz Clase CLA  2016,Mercedes Benz,2016,13000,2000,145000000
Volkswagen Crossfox  2018,Volkswagen,2018,12000,1600,48000000
Chevrolet Camaro SS 2017,Chevrolet,2017,32000,6200,159000000
Mercedes Benz Clase C 180 Avantgarde Plus 2019,Mercedes Benz,2019,16500,1600,103000000
Mercedes Benz Clase C 200 Exclusive 2016,Mercedes Benz,2016,45478,2000,80000000
Renault Nueva Koleos Dynamique 4x2 Cvt 2018,Renault,2018,20800,25,76000000
Mercedes Benz Clase E 250 1.8 Cgi Aut 2012,Mercedes Benz,2012,31000,4,78000000
Great Dane Furgon 2 Ejes 2003,Great Dane,2003,100,0,58000000
BMW Serie 5 525i Automatico 2008,BMW,2008,70000,2500,36500000
FORD EDGE Limited 2013,FORD,2013,93000,3500,53000000
Hyundai I20  2017,Hyundai,2017,16550,0,40000000
Mazda 3 2.0 Sport Grand Touring Aut 2018,Mazda,2018,14500,2,65000000
Mazda 3 2.0 Sport Grand Touring Aut 2018,Mazda,2018,14500,2,65000000
Mazda 323  1984,Mazda,1984,51000,1400,3500000
Chevrolet Blazer 4x4 Automatica 1997,Chevrolet,1997,240000,4200,15000000
FORD Fiesta  2013,FORD,2013,118000,1600,26000000
Toyota Hilux  2019,Toyota,2019,60800,2393,110000000
Renault Duster Dynamique 2.0 4x2 Mecanica 2015,Renault,2015,61000,2000,37000000
ZNA Oting  2013,ZNA,2013,212000,2500,32000000
MACK Granite Gold  2012,MACK,2012,180000,0,217000000
Volkswagen Jetta  2010,Volkswagen,2010,62000,2,26000000
Chevrolet AVEO Family 1.5 Mecanico 2011,Chevrolet,2011,70795,1500,19000000
Volvo S60  2014,Volvo,2014,55000,3000,69000000
Chevrolet Equinox LS 2019,Chevrolet,2019,19700,1500,78000000
Mitsubishi L200 2.5 4x4 Diesel 2011,Mitsubishi,2011,135000,2455,45000000
Toyota Prado  2020,Toyota,2020,1000,3000,230000000
Chevrolet SAIL  2015,Chevrolet,2015,66000,1400,25000000
Chevrolet Captiva Sport 2.4 2013,Chevrolet,2013,114000,2348,31500000
Mercedes Benz Clase E 200 2014,Mercedes Benz,2014,30000,1991,85000000
Honda CR-V 2.4 Exl Automatica 2010,Honda,2010,109000,2354,45000000
Renault Kangoo Z.E. 2 Puestos 2014,Renault,2014,110000,1600,26000000
Dodge Journey 2.7 Sxt Automatica Full Equipo 2015,Dodge,2015,110000,2400,51000000
Chery Grand Tiggo  2016,Chery,2016,73560,2000,37000000
Volkswagen Tiguan  2018,Volkswagen,2018,24000,1400,79500000
AUDI Q3 1.4 Tfsi S-Tronic Ambition 2017,AUDI,2017,27500,0,85000000
KIA Sportage Revolution  2014,KIA,2014,110000,2000,55000000
Mazda 2  2010,Mazda,2010,63400,1500,24200000
Nissan Tiida  2012,Nissan,2012,52000,1800,24000000
FORD Escape 3.0 Xls 4x2 2012,FORD,2012,110000,3000,39900000
Hyundai Accent  2005,Hyundai,2005,188440,1500,13600000
Honda CR-V  2007,Honda,2007,200000,2400,32000000
NISSAN New Pathfinder Sense 2014,NISSAN,2014,78000,35,70000000
Toyota Prado  2010,Toyota,2010,87000,300,110000000
CHERY Tiggo 1.6 D.H. A.A 2015,CHERY,2015,55000,1600,38500000
CHEVROLET Sail 1.4 LTZ Sedan Mecanico Full Equipo 2014,CHEVROLET,2014,42000,1400,22500000
BMW Serie 3 320i Sport Line 2017,BMW,2017,12727,2000,99000000
Mazda Allegro  1999,Mazda,1999,219000,1600,9300000
Volkswagen Jetta 2.0 Trendline Mecanico Full Equipo Sun Roof 2008,Volkswagen,2008,134000,2000,22500000
Nissan Sentra 2.0l Sl 2011,Nissan,2011,80200,20,25000000
Honda FIT  2008,Honda,2008,126000,1400,15500000
Nissan New Sentra Exclusive 1.8 Plus Aut 2017,Nissan,2017,19500,1800,51000000
FORD Explorer  2013,FORD,2013,67000,3500,63000000
DFSK Glory  2014,DFSK,2014,192260,1310,24000000
Fiat Strada  2012,Fiat,2012,67000,1400,20000000
Mazda 2 Sedan Prime 2020,Mazda,2020,17600,1500,49000000
Chevrolet ONIX Ltz Aut 2018,Chevrolet,2018,53500,14,37000000
KIA Pregio 3.0 19 Pasajeros Full Equipo 2013,KIA,2013,192000,3000,58000000
Infiniti QX80 5.6 Automatica 2014,Infiniti,2014,71000,0,220000000
Nissan Versa Advance Aut 2018,Nissan,2018,16000,1600,43500000
Renault Twingo Dynamique 16v Serie Titanium 2007,Renault,2007,144000,0,14000000
Chery Vanpass 1.3 D.H. A.A 2012,Chery,2012,174000,1300,16000000
Mazda 3 2.0 Touring Sedan Automatico Nueva Generacion 2019,Mazda,2019,43700,2000,63000000
Subaru WRX 2.0 2019,Subaru,2019,11000,2000,121500000
Renault Duster Expression 1.6 4x2 Mecanica 2019,Renault,2019,97890,1600,39900000
Mitsubishi Canter Fe 84 2016,Mitsubishi,2016,131000,4900,90000000
Toyota FJ Cruiser 1966,Toyota,1966,250000,3000,45000000
Volkswagen Jetta 2.0 Trendline Mecanico Full Equipo Sun Roof 2015,Volkswagen,2015,120000,2000,27000000
Hyundai Grand I10 Illusion 1.0 Active 2015,Hyundai,2015,72300,1000,25000000
Chevrolet Captiva Sport  2.4  Full Equipo 2012,Chevrolet,2012,90000,2400,31000000
Chevrolet AVEO 1.4 3 Puertas Aire Acondicionado Special Edition 2012,Chevrolet,2012,96000,1500,20000000
Citroen AX 1.4 Allure 1995,Citroen,1995,164000,1400,6200000
Jinbei Microbus 16 Pasajeros 2015,Jinbei,2015,80000,2771,50000000
BMW Serie 1 120i Automatico 2013,BMW,2013,59000,0,84000000
Chevrolet Chevytaxi 1.2 Plus 2021,Chevrolet,2021,100,12,99000000
HINO FC Camion Light 2020,HINO,2020,63000,5123,150000000
Mitsubishi L200 2.5 4x4 Diesel 2013,Mitsubishi,2013,170000,170000,55500000
Chery YOKI 1.1 Pick Up Basico 2015,Chery,2015,220000,1000,23500000
BMW Serie 3 325i Automatico 2011,BMW,2011,80200,2498,48000000
Hyundai Vision  2011,Hyundai,2011,6800,1600,105000000
KIA Pregio 3.0 19 Puestos T 2004,KIA,2004,312225,3000,35000000
Hyundai Tucson All New GLS Limited AC AT 2016,Hyundai,2016,6003,2000,72000000
Ssangyong Actyon 2.3 4x2 Mecanica Gasolina Full Equipo 2011,Ssangyong,2011,90000,2300,29000000
Volkswagen Transporter GP T5 4Motion 2014,Volkswagen,2014,57000,1968,52000000
Volkswagen Transporter GP T5 4Motion 2014,Volkswagen,2014,57000,1968,52000000
NISSAN Frontier NP300 2.5 pick up 4x2 2013,NISSAN,2013,102000,2389,38800000
Iveco Daily 50C17 Microbús 19P 2014,Iveco,2014,119108,2998,95000000
Iveco Daily 50C17 Microbús 19P 2014,Iveco,2014,126117,2998,95000000
Iveco Daily 50C17 Microbús 19P 2014,Iveco,2014,124277,2998,95000000
Iveco Daily 50C17 Microbús 19P 2014,Iveco,2014,117303,2998,95000000
Citroen Berlingo 1.6t Diesel 2008,Citroen,2008,50000,0,16500000
Chevrolet NQR  2015,Chevrolet,2015,360000,5193,270000000
Hummer H2  2005,Hummer,2005,78000,6000,155000000
Chevrolet Corsa  2005,Chevrolet,2005,198000,1400,12500000
Mercedes Benz Clase Cla 180 Aut 2016,Mercedes Benz,2016,40000,1600,72000000
Chevrolet Spark  2015,Chevrolet,2015,34000,1000,19500000
Chevrolet Cruze  2017,Chevrolet,2017,40000,1600,62000000
Ford Panel Cabinado 2.2 2012,Ford,2012,115000,0,65000000
BMW Serie 7 730I 2017,BMW,2017,25555,5464,300000000
KIA Sportage Revolution 2.0 4x2 A.A. Summa 2016,KIA,2016,49000,2000,65000000
Buick Regal 3.8 Automatico 2013,Buick,2013,1200,1200,60000000
CHEVROLET Sail LS 2016,CHEVROLET,2016,35000,1400,23900000
Mercedes Benz Clase B B180 Automatico 2016,Mercedes Benz,2016,35000,1600,70500000
NISSAN X-trail Classic S F.E. Aut 2010,NISSAN,2010,106000,2500,40000000
Ford Escape 3.0 XLS 4x2 2012,Ford,2012,100000,3000,45000000
VOLVO XC 60 T6 Kinetic 2014,VOLVO,2014,38400,3000,98600000
BMW Serie 3 318i Mecanico 2011,BMW,2011,86000,2000,39000000
Hyundai Accent Vision Gls 1.6 16v 4 Puertas 2008,Hyundai,2008,113130,1600,18500000
Nissan New Pathfinder 3.5 Advance Cvt 2014,Nissan,2014,53000,3500,80000000
KIA Cerato Pro 1.6 Rin 16 Disco 4 Ruedas 2 Airbags 2015,KIA,2015,86000,1600,40990000
Mercedes Benz Clase E E320 2004,Mercedes Benz,2004,78000,3200,40000000
BMW Serie 3 325i Automatico 2009,BMW,2009,100,1400,38000000
Nissan X-Trail 2.5 Xmt 4x4 Full Equipo 2013,Nissan,2013,108000,2500,41900000
Ssangyong Korando C 2.0 4x4 Diesel Automatica Full Equipo 2013,Ssangyong,2013,73000,2000,34000000
KIA Picanto Ion Mecanico 2014,KIA,2014,601000,1000,69000000
Mercedes Benz Clase C 200 Cgi Avantgarde Aut 2013,Mercedes Benz,2013,107000,1800,52400000
JEEP Cherokee Longitude 3.2 Aut 2014,JEEP,2014,40000,3200,67000000
Renault Sandero 1.6 Gt Line Mecanico Aire Acondicionado 2015,Renault,2015,104000,1600,26500000
Land Rover Range Rover Evoque 2.0 Si4 5p Pure 2013,Land Rover,2013,56000,2000,93000000
Renault Twingo 1.2 Mecanico 2007,Renault,2007,96000,1200,12500000
Mercedes Benz Clase E 200 2014,Mercedes Benz,2014,39200,2000,79990000
Nissan Sentra 2.0 E Automatico Full Equipo 2010,Nissan,2010,85000,2000,24500000
Nissan Patrol 4.8 Grx Gasolina Automatica 5 Puertas 2004,Nissan,2004,145000,4800,75000000
Renault Duster Expression 4x4 Bvm 2017,Renault,2017,62000,20,44500000
Honda WRV LX 2020,Honda,2020,12500,1400,63000000
Dodge Journey 2.4 Se 7p Aut 2014,Dodge,2014,70477,2360,52000000
Chevrolet SAIL 1.4 Lt Sedan Mecanico Aire Acondicionado 2018,Chevrolet,2018,40000,1400,27500000
Kenworth T800 Tracto Camiòn Full 2011,Kenworth,2011,485000,14700,315000000
Toyota Rav 4 Life 4x2 5 Puertas Automatica 2011,Toyota,2011,95000,25,49900000
Chevrolet Blazer 4x4 Automatica 2020,Chevrolet,2020,3500,3600,135000000
Toyota Fortuner Urbana 4x2 Automatica 2015,Toyota,2015,125000,2700,100000000
Mazda 3 1.6 Sedan Mecanico 2008,Mazda,2008,165000,0,19000000
Mazda B2200  1996,Mazda,1996,238000,2200,18000000
Chevrolet NHR 2.8 700p Camion 2020,Chevrolet,2020,5000,3000,89500000
Dodge Journey 2.7 SXT Automatica Full Equipo 2009,Dodge,2009,72000,2700,38000000
Mazda 2  2018,Mazda,2018,13500,15,54000000
Ford Escape Titanium 4x2 2016,Ford,2016,34500,2000,75000000
BMW X1 Xdrive 20i M Edition 2012,BMW,2012,115000,2000,55000000
Chevrolet Sonic 1.6 Lt Sedan Mecanico 2017,Chevrolet,2017,42400,1600,39900000
Chevrolet Optra Advance 1.6 Mecanico Aire Acondicionado 2012,Chevrolet,2012,117500,1598,22000000
KIA Ekotaxi  2015,KIA,2015,330000,2700,73000000
Peugeot 208 1.6 Active 1.6 Diésel 2018,Peugeot,2018,44000,1600,46000000
Volkswagen POLO 2.0 Sedan 2004,Volkswagen,2004,165000,2000,14000000
FORD Focus 2.0 Sedan Automatico 2013,FORD,2013,67000,1999,26500000
Hyundai I10  2014,Hyundai,2014,438000,1100,64000000
Renault R19 1.8 1997,Renault,1997,87000,1800,9500000
KIA Ekotaxi Gran 1.0 2020,KIA,2020,89000,1000,60000000
FORD Explorer  2017,FORD,2017,52058,3497,108000000
Mazda 2 Grand Touring Lx 2018,Mazda,2018,25000000,1500,53000000
Peugeot 2008 1.6 Active 2016,Peugeot,2016,28000,1600,45000000
Chevrolet BEAT 1.2 Ltz 2019,Chevrolet,2019,12000,1200,35990000
FORD Explorer 3.5 Limited 2017,FORD,2017,35100,3500,120000000
Chevrolet Spark 1.0 2013,Chevrolet,2013,94200,995,14500000
FORD Focus 2.0 Titanium Powershift Automatico 2014,FORD,2014,54500,2000,38500000
Mahindra KUV  2012,Mahindra,2012,87000,2179,36500000
JAC B-Cross 2.0 Mecanica 7 Pasajeros 2014,JAC,2014,84000,2000,26000000
Hyundai Grand I10  2018,Hyundai,2018,93000,1200,85000000
Toyota Rav 4  2006,Toyota,2006,100000,2400,49000000
FORD F150  1994,FORD,1994,300000,5000,18000000
Volvo Xc 60 3.0 T6 G-Tronic 2012,Volvo,2012,140000,3000,50000000
Citroen DS3  2014,Citroen,2014,43111,1598,36900000
AUDI A6  2011,AUDI,2011,63000,2000,65000000
FORD EDGE Limited 2012,FORD,2012,124500,3497,50000000
Renault CLIO Campus 1.2 D.A. Mecanico Aire Acondicionado 2015,Renault,2015,79900,1200,19000000
Chevrolet LUV  1993,Chevrolet,1993,250000,2300,20000000
KIA Sportage Revolution 2.0 4x2 A.A. Aut 2015,KIA,2015,60300,2000,70000000
FORD Fiesta 1.6 Hatchback Mecanico 2017,FORD,2017,49900,1600,36000000
FORD Escape 2.0 4x4 2007,FORD,2007,147000,3000,24000000
Komatsu Bulldozer  2016,Komatsu,2016,2600,0,480000000
Citroen ZX  1997,Citroen,1997,250000,1800,9500000
Hyundai I10  2013,Hyundai,2013,255000,1000,82000000
CHERY Yoyo  2013,CHERY,2013,46500,1200,23900000
CHERY Yoyo  2013,CHERY,2013,46500,1200,23900000
CHEVROLET Tracker  2014,CHEVROLET,2014,75000,1800,39000000
Mercedes Benz Clase A 200 2020,Mercedes Benz,2020,5200,1300,110000000
Volkswagen Jetta 2.0 Comfort Mecanico 2017,Volkswagen,2017,38000,2000,47000000
Nissan PKC Minimula Diesel 212 2005,Nissan,2005,400000,6925,130000000
Chevrolet SAIL  2020,Chevrolet,2020,1000,1400,35000000
KIA RIO  2017,KIA,2017,70000,1248,33500000
Volkswagen Amarok Comfortline 2.0 4x4 Dob Cab Automatica 2019,Volkswagen,2019,19000,1900,113000000
Mazda 3 2.0 Sedan Touring Automatico 2018,Mazda,2018,24482,2000,57900000
BAIC Kenbo K-Seven 1.5 7pas 2016,BAIC,2016,153000,1500,28000000
Volkswagen Beetle Design 2.5 Aut 2016,Volkswagen,2016,28500,2500,42000000
KIA Picanto Eko 1.1 2020,KIA,2020,100,1000,48500000
Subaru Impreza  1994,Subaru,1994,300000,1800,11000000
CHEVROLET Captiva  2015,CHEVROLET,2015,139000,1800,56000000
Suzuki Swift  2016,Suzuki,2016,19000,1400,41000000
FORD F150  1991,FORD,1991,191786,4942,27000000
Chevrolet Silverado  1993,Chevrolet,1993,320000,5200,19000000
Hyundai Santafe  2015,Hyundai,2015,45000,2400,72000000
Renault Koleos  2015,Renault,2015,36500,2500,46000000
Citroen ZX 1.8 Aura 1994,Citroen,1994,175000,0,10000000
Mazda 2 1.5 Sport Grand Touring Aut Lx 2020,Mazda,2020,4200,1500,58500000
KIA Pregio  2011,KIA,2011,260000,3000,53000000
AUDI A1 1.4 Tfsi 2018,AUDI,2018,20000,0,150000000
Chevrolet NPR Camion Plus 1999,Chevrolet,1999,350,0,60000000
Volvo Excavadora  2014,Volvo,2014,3943,2200,80000000
Chevrolet SAIL 1.4 Ltz Sedan Mecanico Full Equipo 2019,Chevrolet,2019,5000,1400,34000000
FORD EDGE Limited Aut Awd 2014,FORD,2014,107000,3500,55000000
Chevrolet NHR Reward Camion 2.8 700p 2016,Chevrolet,2016,41000,0,65000000
KIA Ekotaxi  2020,KIA,2020,100,998,116000000
RENAULT Duster Dynamique 2.0 4x2 Mecanica 2015,RENAULT,2015,145000,2000,40000000
Toyota Rav 4 Street 2.0 4x2 Aut 2017,Toyota,2017,59300,0,85000000
Chevrolet Cruze 1.8  4 Puertas Automatico 2016,Chevrolet,2016,71000,0,36000000
FORD Escort  2017,FORD,2017,23000,2000,55000000
KIA Cerato  2012,KIA,2012,76861,1600,30000000
Chevrolet Captiva  2012,Chevrolet,2012,142000,0,33000000
BMW X6  2017,BMW,2017,26000,0,155000000
Renault Twizy Technic 2019,Renault,2019,2200,0,39000000
CITROEN Jumper Furgon 2.2 HDI 130 2002,CITROEN,2002,3444556,3400,465758686
Toyota Fortuner Plus Automatica Diesel 2015,Toyota,2015,97000,0,110000000
AUDI A1 1.4 T Ambition Plus St 2021,AUDI,2021,30000,0,150000000
Renault Logan 1.6 2020,Renault,2020,1000,1600,40800000
Chevrolet Blazer 4X4 1998,Chevrolet,1998,280000,4000,9000000
FORD Ecosport 2.0 4x2 Automatica 2018,FORD,2018,1800,2000,60000000
Toyota Prado 5 Puertas Tx-L Automatica Diesel 2012,Toyota,2012,140000,3000,118000000
KIA Picanto Ion Mecanico 2015,KIA,2015,270000,1000,69000000
BMW Serie 3 316i Mecanico 2013,BMW,2013,70000,1598,58000000
Toyota Prado 5 Puertas Tx Automatica Diesel 2015,Toyota,2015,62000,3000,158000000
Nissan Np 300 2.5 4x2 Dh Diésel Dob. 2011,Nissan,2011,1000,2488,38000000
FORD Ranger 2.6 4x2 Doble Cabina 2013,FORD,2013,130000,2600,45000000
BMW Serie 3 320i Automatico 2013,BMW,2013,102000,2000,60000000
Saic Wuling Minivan 1.0 Basica 2007,Saic Wuling,2007,98000,1000,15000000
Mercedes Benz AMG A35 4matic 2021,Mercedes Benz,2021,3000,1991,165000000
KIA Picanto Ion 1.0 2020,KIA,2020,100,1000,117000000
Nissan Patrol 4.8 Grx Gasolina Automatica 5 Puertas 2004,Nissan,2004,145000,0,75000000
FORD Cargo 815  2006,FORD,2006,650000,3920,52000000
Ssangyong New Actyon Diesel 2.0 F.E. 4x4 Aut 2018,Ssangyong,2018,19000,1998,70000000
Chery YOYO 1.2  Mecanica Aire Acondicionado 2015,Chery,2015,121000,0,22400000
BMW 320I  2009,BMW,2009,130000,1995,38000000
Honda CR-V  2014,Honda,2014,132000,2354,48000000
BMW X3 Xdrive 20i 2014,BMW,2014,61000,2000,75500000
CHEVROLET Captiva 2.4 LS SPORT Automatico 2012,CHEVROLET,2012,48000,2400,36000000
Fiat Nuevo Uno Vivace 1.4 2015,Fiat,2015,60000,1400,19000000
FORD Ecosport 2.0 4x2 Automatica 2015,FORD,2015,56000,2000,48000000
Chevrolet Blazer 4X2 1995,Chevrolet,1995,24000,4350,13500000
BMW X3 Xdrive 20d 2015,BMW,2015,41833,2000,85000000
FORD Ranger 2.2 Xl 4x4 Doble Cabina Diesel 2014,FORD,2014,158000,2198,65000000
JAC B-Cross 2.0 Mecanica 7 Pasajeros 2015,JAC,2015,14000,0,33000000
Chevrolet NKR  2017,Chevrolet,2017,330000,0,145000000
Renault Duster Dynamique 4x4 Bvm Servicio Publico 2020,Renault,2020,14702,0,65000000
BMW Serie 5 520I 2015,BMW,2015,49000,2000,89000000
KIA Grand Pregio  2008,KIA,2008,372,0,48000000
Renault Duster  2019,Renault,2019,72349,1600,48990000
Hyundai Accent  2015,Hyundai,2015,300000,1495,79000000
BMW X1 Xdrive 20i M Edition 2018,BMW,2018,50000,2000,100000000
Chevrolet Traverse 3.6 Awd Automatico 2020,Chevrolet,2020,5000,3600,135000000
BMW X5 Xdrive 30d 2013,BMW,2013,84219,0,103300000
Hyundai Tucson 2.0 4x2 Ix35 Gl Full Tiptronic 2018,Hyundai,2018,15000,2000,77000000
AUDI A5 2.0 Turbo Sportback Quattro S-Tronic 2011,AUDI,2011,81000,20,45500000
Dodge Journey 2.4 Se 7 Puestos 2015,Dodge,2015,63800,2400,51000000
JEEP Cherokee Longitude Plus 2015,JEEP,2015,88000,3200,78000000
NISSAN Sentra 1.8 SR 2019,NISSAN,2019,17200,1800,59000000
Nissan Frontier Np300  2017,Nissan,2017,46600,0,70000000
Mazda 3 2.0 Grand Touring Aut 2017,Mazda,2017,26000,4,62000000
CHEVROLET Captiva 2.4 LS SPORT Automatico 2011,CHEVROLET,2011,80252,0,34900000
CHEVROLET Spark GT LTZ Mecanico Full Equipo 2014,CHEVROLET,2014,36000,0,26000000
Toyota Fortuner Urbana 4x2 Automatica 2010,Toyota,2010,90200,2700,68000000
Mazda 3 Skyactiv Touring Sedan 2015,Mazda,2015,101000,2000,49900000
FORD Mustang Gt 350 1965,FORD,1965,46000,0,150000000
Mazda 3 Skyactiv Touring Sedan Aut 2019,Mazda,2019,33500,2000,66900000
Mazda CX-5 2.5 4x4 Automatica Grand Touring Lx 2020,Mazda,2020,24100,2500,119900000
Chevrolet NHR  2022,Chevrolet,2022,100,3000,95800000
Renault Logan Privilege 2019,Renault,2019,72000,1600,36000000
Mazda 3 2.0 Sedan Grand Touring 2018,Mazda,2018,40257,2000,69900000
Renault Duster Dynamique 4x4 Bvm 2019,Renault,2019,55875,2000,58000000
Renault Logan Privilege Aut 2018,Renault,2018,52300,1600,38900000
Volkswagen FOX Xtreme 2020,Volkswagen,2020,7000,1600,47990000
Mercedes Benz Clase Cla 200 Aut 2017,Mercedes Benz,2017,19863,1600,82990000
Hyundai Tucson Advance 4x2 Aut 2019,Hyundai,2019,10000,2000,83990000
BMW X5 Xdrive 35i Sport 2013,BMW,2013,112850,3000,73990000
Volvo Xc 90 2.5 T Automatica 2012,Volvo,2012,60620,2500,79990000
Nissan LEAF Electrico 2018,Nissan,2018,14106,0,74900000
Renault Nueva Master 16 Pasajeros 2019,Renault,2019,100279,2300,130000000
Dodge Durango 3.6 4x4 Limited 2015,Dodge,2015,51500,3600,87500000
Volvo Xc 60 Momentum 2.0 T5 4x4 Aut 2019,Volvo,2019,13450,2000,163990000
BMW Serie 5 520I 2012,BMW,2012,51950,2000,64500000
Mercedes Benz Clase M Ml 320 1998,Mercedes Benz,1998,122000,3200,24500000
Chevrolet Zafira 2.0 Mecanica 2008,Chevrolet,2008,153000,2000,23500000
Nissan Versa Advance Aut 2013,Nissan,2013,103500,1600,29500000
FORD Hot Rod Mecanico 1950,FORD,1950,99000,1600,25900000
Peugeot 405 Sri 2.0 Mecanico 1996,Peugeot,1996,178000,2000,9950000
DFSK V27  2015,DFSK,2015,154000,1400,35000000
Peugeot 2008  2019,Peugeot,2019,21000,1600,57000000
Caterpillar 416E  2015,Caterpillar,2015,6200,0,630000000
Chevrolet NHR Reward Camion 2018,Chevrolet,2018,132000,3000,85000000
AUDI A4 2.0 Tfsi S-Tronic Ambition 2017,AUDI,2017,41800,2000,78000000
Toyota Hilux 4x4 Doble Cabina A.A 2011,Toyota,2011,245000,2800,68000000
JEEP Grand Cherokee 3.6 Limited Usa 2012,JEEP,2012,34000,3600,74000000
CHEVROLET Captiva 2.4 LT SPORT Automatico 2011,CHEVROLET,2011,52000,2400,36000000
Mercedes Benz Clase A 200 1967,Mercedes Benz,1967,97473,0,6000000
Ssangyong Korando C  2015,Ssangyong,2015,51000,2000,51500000
Chevrolet Bel Air  1996,Chevrolet,1996,54000,3000,25000000
Toyota Prado  2006,Toyota,2006,158000,3400,49000000
Hyundai Tucson  2009,Hyundai,2009,124600,1950,127000000
Volvo Xc 90  2017,Volvo,2017,27300,1969,185000000
Chevrolet Captiva  2015,Chevrolet,2015,115000,2400,38000000
Renault R9  1995,Renault,1995,145000,1600,7500000
Hyundai ATOS  2010,Hyundai,2010,320000,1000,72000000
Renault Logan  2012,Renault,2012,137000,1400,16000000
Toyota Land Cruiser  1995,Toyota,1995,280000,4500,28500000
Hyundai ATOS  2006,Hyundai,2006,850000,1000,67000000
Hyundai I10  2014,Hyundai,2014,350000,1100,80000000
Chery Chery Taxi  2007,Chery,2007,150000,1600,110000000
Chevrolet Esteem  2003,Chevrolet,2003,160000,1300,11000000
Chevrolet Spark  2007,Chevrolet,2007,690000,1000,64000000
Hyundai HD78  2015,Hyundai,2015,66286,3907,80000000
AML Furgon  2020,AML,2020,100,1000,24000000
Romarco Trailer Botellero 1996,Romarco,1996,100,0,29500000
Chevrolet Sonic  2018,Chevrolet,2018,18000,1600,43500000
Chevrolet SAIL LS 2015,Chevrolet,2015,70000,1600,22500000
NISSAN Versa Advance 2015,NISSAN,2015,53606,1600,31800000
Mercedes Benz Clase B B180 Mecanico 2013,Mercedes Benz,2013,53000,1600,47000000
Volkswagen Escarabajo  1967,Volkswagen,1967,5000,1600,14000000
Hyundai ATOS Prime Servicio Urbano 2008,Hyundai,2008,110000,0,68000000
Hyundai Atos  2008,Hyundai,2008,570000,1000,70000000
Volvo V40 T3 Sport Aut 2016,Volvo,2016,41300,1500,61000000
Hyundai I25 1.6 Classic 2013,Hyundai,2013,13985,1600,27000000
BMW X5 3.5i Twinturbo 2017,BMW,2017,17147,3000,155000000
FORD Cargo 815 Largo 2005,FORD,2005,300000,3500,60000000
Skoda Felicia  1999,Skoda,1999,2400,0,7400000
Renault Megane Ii  2007,Renault,2007,135000,2000,15500000
